line_number,utt_id,audio,text_raw,reason
1949,F04-Session2-headMic-0228,/F04/Session2/wav_headMic/0228.wav,THE OWNERS REGULARLY LOOK FOR PLUMBING LEAKS,speaker_excluded_by_protocol
1950,F04-Session2-headMic-0229,/F04/Session2/wav_headMic/0229.wav,NEST,speaker_excluded_by_protocol
1951,F04-Session2-headMic-0230,/F04/Session2/wav_headMic/0230.wav,AND,speaker_excluded_by_protocol
1952,F04-Session2-headMic-0231,/F04/Session2/wav_headMic/0231.wav,SIP,speaker_excluded_by_protocol
1953,F04-Session2-headMic-0232,/F04/Session2/wav_headMic/0232.wav,X-RAY,speaker_excluded_by_protocol
1954,F04-Session2-headMic-0233,/F04/Session2/wav_headMic/0233.wav,LOCK,speaker_excluded_by_protocol
1955,F04-Session2-headMic-0234,/F04/Session2/wav_headMic/0234.wav,SAND,speaker_excluded_by_protocol
1956,F04-Session2-headMic-0235,/F04/Session2/wav_headMic/0235.wav,HIM,speaker_excluded_by_protocol
1957,F04-Session2-headMic-0236,/F04/Session2/wav_headMic/0236.wav,HIM,speaker_excluded_by_protocol
1958,F04-Session2-headMic-0237,/F04/Session2/wav_headMic/0237.wav,BITTER,speaker_excluded_by_protocol
1959,F04-Session2-headMic-0238,/F04/Session2/wav_headMic/0238.wav,HAM,speaker_excluded_by_protocol
1960,F04-Session2-headMic-0239,/F04/Session2/wav_headMic/0239.wav,KNOT,speaker_excluded_by_protocol
1961,F04-Session2-headMic-0240,/F04/Session2/wav_headMic/0240.wav,RIGHT,speaker_excluded_by_protocol
1962,F04-Session2-headMic-0241,/F04/Session2/wav_headMic/0241.wav,I'M WILLING TO EXPERIMENT FOR THE FIRST TIME,speaker_excluded_by_protocol
1963,F04-Session2-headMic-0242,/F04/Session2/wav_headMic/0242.wav,WITCH,speaker_excluded_by_protocol
1964,F04-Session2-headMic-0243,/F04/Session2/wav_headMic/0243.wav,ALTHOUGH ALWAYS ALONE WE SURVIVE,speaker_excluded_by_protocol
1965,F04-Session2-headMic-0244,/F04/Session2/wav_headMic/0244.wav,WE HAVE AN EXCELLENT TEAM,speaker_excluded_by_protocol
1966,F04-Session2-headMic-0245,/F04/Session2/wav_headMic/0245.wav,NUT,speaker_excluded_by_protocol
1967,F04-Session2-headMic-0246,/F04/Session2/wav_headMic/0246.wav,SELL,speaker_excluded_by_protocol
1968,F04-Session2-headMic-0247,/F04/Session2/wav_headMic/0247.wav,PLEASE OPEN THE WINDOW QUICKLY,speaker_excluded_by_protocol
1969,F04-Session2-headMic-0248,/F04/Session2/wav_headMic/0248.wav,HE IS DEFINITELY A NOTCH ABOVE US,speaker_excluded_by_protocol
1970,F04-Session2-headMic-0249,/F04/Session2/wav_headMic/0249.wav,SIN,speaker_excluded_by_protocol
1971,F04-Session2-headMic-0250,/F04/Session2/wav_headMic/0250.wav,VICTOR,speaker_excluded_by_protocol
8254,M03-Session2-headMic-0002,/M03/Session2/wav_headMic/0002.wav,NOW,speaker_excluded_by_protocol
8255,M03-Session2-headMic-0003,/M03/Session2/wav_headMic/0003.wav,KNOW,speaker_excluded_by_protocol
8256,M03-Session2-headMic-0004,/M03/Session2/wav_headMic/0004.wav,FARM,speaker_excluded_by_protocol
8257,M03-Session2-headMic-0005,/M03/Session2/wav_headMic/0005.wav,RAIN,speaker_excluded_by_protocol
8258,M03-Session2-headMic-0006,/M03/Session2/wav_headMic/0006.wav,GADGET,speaker_excluded_by_protocol
8259,M03-Session2-headMic-0007,/M03/Session2/wav_headMic/0007.wav,RACE,speaker_excluded_by_protocol
8260,M03-Session2-headMic-0009,/M03/Session2/wav_headMic/0009.wav,SHIP,speaker_excluded_by_protocol
8261,M03-Session2-headMic-0010,/M03/Session2/wav_headMic/0010.wav,AIR,speaker_excluded_by_protocol
8262,M03-Session2-headMic-0011,/M03/Session2/wav_headMic/0011.wav,TIP,speaker_excluded_by_protocol
8263,M03-Session2-headMic-0013,/M03/Session2/wav_headMic/0013.wav,WELL HE IS NEARLY NINETY-THREE YEARS OLD,speaker_excluded_by_protocol
8264,M03-Session2-headMic-0014,/M03/Session2/wav_headMic/0014.wav,WELL HE IS NEARLY NINETY-THREE YEARS OLD,speaker_excluded_by_protocol
8265,M03-Session2-headMic-0015,/M03/Session2/wav_headMic/0015.wav,HAIR,speaker_excluded_by_protocol
8266,M03-Session2-headMic-0016,/M03/Session2/wav_headMic/0016.wav,ALPHA,speaker_excluded_by_protocol
8267,M03-Session2-headMic-0017,/M03/Session2/wav_headMic/0017.wav,WARM,speaker_excluded_by_protocol
8268,M03-Session2-headMic-0020,/M03/Session2/wav_headMic/0020.wav,GLOW,speaker_excluded_by_protocol
8269,M03-Session2-headMic-0021,/M03/Session2/wav_headMic/0021.wav,GOAT,speaker_excluded_by_protocol
8270,M03-Session2-headMic-0022,/M03/Session2/wav_headMic/0022.wav,WEED,speaker_excluded_by_protocol
8271,M03-Session2-headMic-0023,/M03/Session2/wav_headMic/0023.wav,KNEW,speaker_excluded_by_protocol
8272,M03-Session2-headMic-0024,/M03/Session2/wav_headMic/0024.wav,BUG,speaker_excluded_by_protocol
8273,M03-Session2-headMic-0025,/M03/Session2/wav_headMic/0025.wav,NO,speaker_excluded_by_protocol
8274,M03-Session2-headMic-0026,/M03/Session2/wav_headMic/0026.wav,SHEET,speaker_excluded_by_protocol
8275,M03-Session2-headMic-0028,/M03/Session2/wav_headMic/0028.wav,CORN,speaker_excluded_by_protocol
8276,M03-Session2-headMic-0029,/M03/Session2/wav_headMic/0029.wav,EXCEPT IN THE WINTER WHEN THE OOZE OR SNOW OR ICE PREVENTS,speaker_excluded_by_protocol
8277,M03-Session2-headMic-0030,/M03/Session2/wav_headMic/0030.wav,FEED,speaker_excluded_by_protocol
8278,M03-Session2-headMic-0031,/M03/Session2/wav_headMic/0031.wav,RIGHT,speaker_excluded_by_protocol
8279,M03-Session2-headMic-0032,/M03/Session2/wav_headMic/0032.wav,FAIR,speaker_excluded_by_protocol
8280,M03-Session2-headMic-0033,/M03/Session2/wav_headMic/0033.wav,BAT,speaker_excluded_by_protocol
8281,M03-Session2-headMic-0034,/M03/Session2/wav_headMic/0034.wav,FEET,speaker_excluded_by_protocol
8282,M03-Session2-headMic-0035,/M03/Session2/wav_headMic/0035.wav,TROUBLE,speaker_excluded_by_protocol
8283,M03-Session2-headMic-0037,/M03/Session2/wav_headMic/0037.wav,DOUBLE,speaker_excluded_by_protocol
8284,M03-Session2-headMic-0038,/M03/Session2/wav_headMic/0038.wav,RATE,speaker_excluded_by_protocol
8285,M03-Session2-headMic-0039,/M03/Session2/wav_headMic/0039.wav,RANGE,speaker_excluded_by_protocol
8286,M03-Session2-headMic-0040,/M03/Session2/wav_headMic/0040.wav,RAID,speaker_excluded_by_protocol
8287,M03-Session2-headMic-0041,/M03/Session2/wav_headMic/0041.wav,PAT,speaker_excluded_by_protocol
8288,M03-Session2-headMic-0042,/M03/Session2/wav_headMic/0042.wav,CHAIR,speaker_excluded_by_protocol
8289,M03-Session2-headMic-0043,/M03/Session2/wav_headMic/0043.wav,SWARM,speaker_excluded_by_protocol
8290,M03-Session2-headMic-0044,/M03/Session2/wav_headMic/0044.wav,STORM,speaker_excluded_by_protocol
8291,M03-Session2-headMic-0045,/M03/Session2/wav_headMic/0045.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR,speaker_excluded_by_protocol
8292,M03-Session2-headMic-0046,/M03/Session2/wav_headMic/0046.wav,GROW,speaker_excluded_by_protocol
8293,M03-Session2-headMic-0047,/M03/Session2/wav_headMic/0047.wav,DARK,speaker_excluded_by_protocol
8294,M03-Session2-headMic-0048,/M03/Session2/wav_headMic/0048.wav,JAGGED,speaker_excluded_by_protocol
8295,M03-Session2-headMic-0049,/M03/Session2/wav_headMic/0049.wav,UP,speaker_excluded_by_protocol
8296,M03-Session2-headMic-0050,/M03/Session2/wav_headMic/0050.wav,AIR,speaker_excluded_by_protocol
8297,M03-Session2-headMic-0051,/M03/Session2/wav_headMic/0051.wav,STUBBLE,speaker_excluded_by_protocol
8298,M03-Session2-headMic-0053,/M03/Session2/wav_headMic/0053.wav,TRAIT,speaker_excluded_by_protocol
8299,M03-Session2-headMic-0054,/M03/Session2/wav_headMic/0054.wav,STORE,speaker_excluded_by_protocol
8300,M03-Session2-headMic-0056,/M03/Session2/wav_headMic/0056.wav,BETA,speaker_excluded_by_protocol
8301,M03-Session2-headMic-0057,/M03/Session2/wav_headMic/0057.wav,USUALLY MINUS SEVERAL BUTTONS,speaker_excluded_by_protocol
8302,M03-Session2-headMic-0058,/M03/Session2/wav_headMic/0058.wav,TRAIN,speaker_excluded_by_protocol
8303,M03-Session2-headMic-0059,/M03/Session2/wav_headMic/0059.wav,PARK,speaker_excluded_by_protocol
8304,M03-Session2-headMic-0060,/M03/Session2/wav_headMic/0060.wav,DAGGER,speaker_excluded_by_protocol
8305,M03-Session2-headMic-0061,/M03/Session2/wav_headMic/0061.wav,BUBBLE,speaker_excluded_by_protocol
8306,M03-Session2-headMic-0062,/M03/Session2/wav_headMic/0062.wav,TORN,speaker_excluded_by_protocol
8307,M03-Session2-headMic-0063,/M03/Session2/wav_headMic/0063.wav,KNEE,speaker_excluded_by_protocol
8308,M03-Session2-headMic-0064,/M03/Session2/wav_headMic/0064.wav,CHAIR,speaker_excluded_by_protocol
8309,M03-Session2-headMic-0065,/M03/Session2/wav_headMic/0065.wav,YET HE STILL THINKS AS SWIFTLY AS EVER,speaker_excluded_by_protocol
8310,M03-Session2-headMic-0066,/M03/Session2/wav_headMic/0066.wav,BEAT,speaker_excluded_by_protocol
8311,M03-Session2-headMic-0067,/M03/Session2/wav_headMic/0067.wav,SIP,speaker_excluded_by_protocol
8312,M03-Session2-headMic-0068,/M03/Session2/wav_headMic/0068.wav,SIP,speaker_excluded_by_protocol
8313,M03-Session2-headMic-0069,/M03/Session2/wav_headMic/0069.wav,FORM,speaker_excluded_by_protocol
8314,M03-Session2-headMic-0070,/M03/Session2/wav_headMic/0070.wav,ONE,speaker_excluded_by_protocol
8315,M03-Session2-headMic-0071,/M03/Session2/wav_headMic/0071.wav,STICKS,speaker_excluded_by_protocol
8316,M03-Session2-headMic-0072,/M03/Session2/wav_headMic/0072.wav,DUG,speaker_excluded_by_protocol
8317,M03-Session2-headMic-0074,/M03/Session2/wav_headMic/0074.wav,BUT HE ALWAYS ANSWERS BANANA OIL,speaker_excluded_by_protocol
8318,M03-Session2-headMic-0075,/M03/Session2/wav_headMic/0075.wav,BEAT,speaker_excluded_by_protocol
8319,M03-Session2-headMic-0076,/M03/Session2/wav_headMic/0076.wav,BEAT,speaker_excluded_by_protocol
8320,M03-Session2-headMic-0077,/M03/Session2/wav_headMic/0077.wav,TRACE,speaker_excluded_by_protocol
8321,M03-Session2-headMic-0078,/M03/Session2/wav_headMic/0078.wav,SWARM,speaker_excluded_by_protocol
8322,M03-Session2-headMic-0080,/M03/Session2/wav_headMic/0080.wav,SWORE,speaker_excluded_by_protocol
8323,M03-Session2-headMic-0081,/M03/Session2/wav_headMic/0081.wav,WARM,speaker_excluded_by_protocol
8324,M03-Session2-headMic-0082,/M03/Session2/wav_headMic/0082.wav,FEET,speaker_excluded_by_protocol
8325,M03-Session2-headMic-0083,/M03/Session2/wav_headMic/0083.wav,YES,speaker_excluded_by_protocol
8326,M03-Session2-headMic-0084,/M03/Session2/wav_headMic/0084.wav,GO,speaker_excluded_by_protocol
8327,M03-Session2-headMic-0085,/M03/Session2/wav_headMic/0085.wav,MEAT,speaker_excluded_by_protocol
8328,M03-Session2-headMic-0086,/M03/Session2/wav_headMic/0086.wav,FEE,speaker_excluded_by_protocol
8329,M03-Session2-headMic-0087,/M03/Session2/wav_headMic/0087.wav,TRADE,speaker_excluded_by_protocol
8330,M03-Session2-headMic-0088,/M03/Session2/wav_headMic/0088.wav,CAR,speaker_excluded_by_protocol
8331,M03-Session2-headMic-0089,/M03/Session2/wav_headMic/0089.wav,STORM,speaker_excluded_by_protocol
8332,M03-Session2-headMic-0090,/M03/Session2/wav_headMic/0090.wav,DOWN,speaker_excluded_by_protocol
8333,M03-Session2-headMic-0091,/M03/Session2/wav_headMic/0091.wav,SLIP,speaker_excluded_by_protocol
8334,M03-Session2-headMic-0092,/M03/Session2/wav_headMic/0092.wav,SHARE,speaker_excluded_by_protocol
8335,M03-Session2-headMic-0093,/M03/Session2/wav_headMic/0093.wav,KNEW,speaker_excluded_by_protocol
8336,M03-Session2-headMic-0095,/M03/Session2/wav_headMic/0095.wav,STICK,speaker_excluded_by_protocol
8337,M03-Session2-headMic-0096,/M03/Session2/wav_headMic/0096.wav,TWICE EACH DAY HE PLAYS SKILLFULLY AND WITH ZEST UPON OUR SMALL ORGAN,speaker_excluded_by_protocol
8338,M03-Session2-headMic-0097,/M03/Session2/wav_headMic/0097.wav,HORN,speaker_excluded_by_protocol
8339,M03-Session2-headMic-0098,/M03/Session2/wav_headMic/0098.wav,WE HAVE OFTEN URGED HIM TO WALK MORE AND SMOKE LESS,speaker_excluded_by_protocol
8340,M03-Session2-headMic-0099,/M03/Session2/wav_headMic/0099.wav,HE DRESSES HIMSELF IN AN ANCIENT BLACK FROCK COAT,speaker_excluded_by_protocol
8341,M03-Session2-headMic-0100,/M03/Session2/wav_headMic/0100.wav,HE DRESSES HIMSELF IN AN ANCIENT BLACK FROCK COAT,speaker_excluded_by_protocol
8342,M03-Session2-headMic-0101,/M03/Session2/wav_headMic/0101.wav,WHEN HE SPEAKS HIS VOICE IS JUST A BIT CRACKED AND QUIVERS A TRIFLE,speaker_excluded_by_protocol
8343,M03-Session2-headMic-0102,/M03/Session2/wav_headMic/0102.wav,WHEN HE SPEAKS HIS VOICE IS JUST A BIT CRACKED AND QUIVERS A TRIFLE,speaker_excluded_by_protocol
8344,M03-Session2-headMic-0103,/M03/Session2/wav_headMic/0103.wav,SIP,speaker_excluded_by_protocol
8345,M03-Session2-headMic-0104,/M03/Session2/wav_headMic/0104.wav,FOR,speaker_excluded_by_protocol
8346,M03-Session2-headMic-0105,/M03/Session2/wav_headMic/0105.wav,FLOOR,speaker_excluded_by_protocol
8347,M03-Session2-headMic-0106,/M03/Session2/wav_headMic/0106.wav,JACKET,speaker_excluded_by_protocol
8348,M03-Session2-headMic-0107,/M03/Session2/wav_headMic/0107.wav,THE QUICK BROWN FOX JUMPS OVER THE LAZY DOG,speaker_excluded_by_protocol
8349,M03-Session2-headMic-0108,/M03/Session2/wav_headMic/0108.wav,LEFT,speaker_excluded_by_protocol
8350,M03-Session2-headMic-0109,/M03/Session2/wav_headMic/0109.wav,RAGE,speaker_excluded_by_protocol
8351,M03-Session2-headMic-0110,/M03/Session2/wav_headMic/0110.wav,SPARK,speaker_excluded_by_protocol
8352,M03-Session2-headMic-0111,/M03/Session2/wav_headMic/0111.wav,YOU WISHED TO KNOW ALL ABOUT MY GRANDFATHER,speaker_excluded_by_protocol
8353,M03-Session2-headMic-0112,/M03/Session2/wav_headMic/0112.wav,BIT,speaker_excluded_by_protocol
8354,M03-Session2-headMic-0113,/M03/Session2/wav_headMic/0113.wav,RAKE,speaker_excluded_by_protocol
8355,M03-Session2-headMic-0114,/M03/Session2/wav_headMic/0114.wav,THE,speaker_excluded_by_protocol
8356,M03-Session2-headMic-0115,/M03/Session2/wav_headMic/0115.wav,A LONG FLOWING BEARD CLINGS TO HIS CHIN,speaker_excluded_by_protocol
8357,M03-Session2-headMic-0116,/M03/Session2/wav_headMic/0116.wav,RAVE,speaker_excluded_by_protocol
8358,M03-Session2-headMic-0117,/M03/Session2/wav_headMic/0117.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT,speaker_excluded_by_protocol
8359,M03-Session2-headMic-0118,/M03/Session2/wav_headMic/0118.wav,GIVING THOSE WHO OBSERVE HIM A PRONOUNCED FEELING OF THE UTMOST RESPECT,speaker_excluded_by_protocol
8360,M03-Session2-headMic-0119,/M03/Session2/wav_headMic/0119.wav,YOU'D BE BETTER OFF TAKING A COLD SHOWER,speaker_excluded_by_protocol
8361,M03-Session2-headMic-0120,/M03/Session2/wav_headMic/0120.wav,THREE,speaker_excluded_by_protocol
8362,M03-Session2-headMic-0121,/M03/Session2/wav_headMic/0121.wav,DOT,speaker_excluded_by_protocol
8363,M03-Session2-headMic-0122,/M03/Session2/wav_headMic/0122.wav,WISH,speaker_excluded_by_protocol
8364,M03-Session2-headMic-0123,/M03/Session2/wav_headMic/0123.wav,SELECT,speaker_excluded_by_protocol
8365,M03-Session2-headMic-0124,/M03/Session2/wav_headMic/0124.wav,PRIOR,speaker_excluded_by_protocol
8366,M03-Session2-headMic-0125,/M03/Session2/wav_headMic/0125.wav,STEER,speaker_excluded_by_protocol
8367,M03-Session2-headMic-0126,/M03/Session2/wav_headMic/0126.wav,PAD,speaker_excluded_by_protocol
8368,M03-Session2-headMic-0127,/M03/Session2/wav_headMic/0127.wav,URGENT,speaker_excluded_by_protocol
8369,M03-Session2-headMic-0128,/M03/Session2/wav_headMic/0128.wav,ONE VALIDATED ACTS OF SCHOOL DISTRICTS,speaker_excluded_by_protocol
8370,M03-Session2-headMic-0129,/M03/Session2/wav_headMic/0129.wav,KNOW,speaker_excluded_by_protocol
8371,M03-Session2-headMic-0130,/M03/Session2/wav_headMic/0130.wav,KNOW,speaker_excluded_by_protocol
8372,M03-Session2-headMic-0131,/M03/Session2/wav_headMic/0131.wav,ERROR,speaker_excluded_by_protocol
8373,M03-Session2-headMic-0132,/M03/Session2/wav_headMic/0132.wav,CYCLE,speaker_excluded_by_protocol
8374,M03-Session2-headMic-0133,/M03/Session2/wav_headMic/0133.wav,FRUIT,speaker_excluded_by_protocol
8375,M03-Session2-headMic-0134,/M03/Session2/wav_headMic/0134.wav,SHEAR,speaker_excluded_by_protocol
8376,M03-Session2-headMic-0135,/M03/Session2/wav_headMic/0135.wav,JANE MAY EARN MORE MONEY BY WORKING HARD,speaker_excluded_by_protocol
8377,M03-Session2-headMic-0136,/M03/Session2/wav_headMic/0136.wav,SLEEP,speaker_excluded_by_protocol
8378,M03-Session2-headMic-0137,/M03/Session2/wav_headMic/0137.wav,WRITE,speaker_excluded_by_protocol
8379,M03-Session2-headMic-0138,/M03/Session2/wav_headMic/0138.wav,ALL THE BIG BASEBALL PLAYERS GET TRADED,speaker_excluded_by_protocol
8380,M03-Session2-headMic-0139,/M03/Session2/wav_headMic/0139.wav,NO,speaker_excluded_by_protocol
8381,M03-Session2-headMic-0140,/M03/Session2/wav_headMic/0140.wav,OF,speaker_excluded_by_protocol
8382,M03-Session2-headMic-0141,/M03/Session2/wav_headMic/0141.wav,LOOP,speaker_excluded_by_protocol
8383,M03-Session2-headMic-0142,/M03/Session2/wav_headMic/0142.wav,FLOOR,speaker_excluded_by_protocol
8384,M03-Session2-headMic-0143,/M03/Session2/wav_headMic/0143.wav,FOUR,speaker_excluded_by_protocol
8385,M03-Session2-headMic-0144,/M03/Session2/wav_headMic/0144.wav,MY SISTER MADE THE FLOWERED CURTAINS,speaker_excluded_by_protocol
8386,M03-Session2-headMic-0145,/M03/Session2/wav_headMic/0145.wav,SUIT,speaker_excluded_by_protocol
8387,M03-Session2-headMic-0146,/M03/Session2/wav_headMic/0146.wav,GNAW,speaker_excluded_by_protocol
8388,M03-Session2-headMic-0147,/M03/Session2/wav_headMic/0147.wav,COUPE,speaker_excluded_by_protocol
8389,M03-Session2-headMic-0148,/M03/Session2/wav_headMic/0148.wav,AREA,speaker_excluded_by_protocol
8390,M03-Session2-headMic-0149,/M03/Session2/wav_headMic/0149.wav,HEAR,speaker_excluded_by_protocol
8391,M03-Session2-headMic-0150,/M03/Session2/wav_headMic/0150.wav,DEER,speaker_excluded_by_protocol
8392,M03-Session2-headMic-0151,/M03/Session2/wav_headMic/0151.wav,ARE YOUR GRADES HIGHER OR LOWER THAN NANCY'S,speaker_excluded_by_protocol
8393,M03-Session2-headMic-0152,/M03/Session2/wav_headMic/0152.wav,BAT,speaker_excluded_by_protocol
8394,M03-Session2-headMic-0153,/M03/Session2/wav_headMic/0153.wav,ROCKS,speaker_excluded_by_protocol
8395,M03-Session2-headMic-0154,/M03/Session2/wav_headMic/0154.wav,GALORE,speaker_excluded_by_protocol
8396,M03-Session2-headMic-0155,/M03/Session2/wav_headMic/0155.wav,YOU'RE USED TO BEING ON THE FIELD,speaker_excluded_by_protocol
8397,M03-Session2-headMic-0156,/M03/Session2/wav_headMic/0156.wav,HATE,speaker_excluded_by_protocol
8398,M03-Session2-headMic-0157,/M03/Session2/wav_headMic/0157.wav,SLIP,speaker_excluded_by_protocol
8399,M03-Session2-headMic-0158,/M03/Session2/wav_headMic/0158.wav,WRITE,speaker_excluded_by_protocol
8400,M03-Session2-headMic-0159,/M03/Session2/wav_headMic/0159.wav,CHARLIE,speaker_excluded_by_protocol
8401,M03-Session2-headMic-0160,/M03/Session2/wav_headMic/0160.wav,BRIAR,speaker_excluded_by_protocol
8402,M03-Session2-headMic-0161,/M03/Session2/wav_headMic/0161.wav,BAD,speaker_excluded_by_protocol
8403,M03-Session2-headMic-0162,/M03/Session2/wav_headMic/0162.wav,BRIGHT SUNSHINE SHIMMERS ON THE OCEAN,speaker_excluded_by_protocol
8404,M03-Session2-headMic-0163,/M03/Session2/wav_headMic/0163.wav,PAY,speaker_excluded_by_protocol
8405,M03-Session2-headMic-0164,/M03/Session2/wav_headMic/0164.wav,I LOOKED UP AND NOTICED TWO OLD MEN,speaker_excluded_by_protocol
8406,M03-Session2-headMic-0165,/M03/Session2/wav_headMic/0165.wav,HE WILL ALLOW A RARE LIE,speaker_excluded_by_protocol
8407,M03-Session2-headMic-0166,/M03/Session2/wav_headMic/0166.wav,THE ISLANDS ARE SPARSELY POPULATED,speaker_excluded_by_protocol
8408,M03-Session2-headMic-0167,/M03/Session2/wav_headMic/0167.wav,WHITE,speaker_excluded_by_protocol
8409,M03-Session2-headMic-0168,/M03/Session2/wav_headMic/0168.wav,THIS WAS EASY FOR US,speaker_excluded_by_protocol
8410,M03-Session2-headMic-0169,/M03/Session2/wav_headMic/0169.wav,WERE,speaker_excluded_by_protocol
8411,M03-Session2-headMic-0170,/M03/Session2/wav_headMic/0170.wav,WE'RE,speaker_excluded_by_protocol
8412,M03-Session2-headMic-0171,/M03/Session2/wav_headMic/0171.wav,MUT,speaker_excluded_by_protocol
8413,M03-Session2-headMic-0172,/M03/Session2/wav_headMic/0172.wav,NEAR,speaker_excluded_by_protocol
8414,M03-Session2-headMic-0173,/M03/Session2/wav_headMic/0173.wav,ATE,speaker_excluded_by_protocol
8415,M03-Session2-headMic-0174,/M03/Session2/wav_headMic/0174.wav,CHEER,speaker_excluded_by_protocol
8416,M03-Session2-headMic-0175,/M03/Session2/wav_headMic/0175.wav,SUIT,speaker_excluded_by_protocol
8417,M03-Session2-headMic-0177,/M03/Session2/wav_headMic/0177.wav,MERE,speaker_excluded_by_protocol
8418,M03-Session2-headMic-0178,/M03/Session2/wav_headMic/0178.wav,ATE,speaker_excluded_by_protocol
8419,M03-Session2-headMic-0179,/M03/Session2/wav_headMic/0179.wav,I WAS CONSCIOUS ALL THE TIME,speaker_excluded_by_protocol
8420,M03-Session2-headMic-0180,/M03/Session2/wav_headMic/0180.wav,DELTA,speaker_excluded_by_protocol
8421,M03-Session2-headMic-0181,/M03/Session2/wav_headMic/0181.wav,SLAY,speaker_excluded_by_protocol
8422,M03-Session2-headMic-0182,/M03/Session2/wav_headMic/0182.wav,I SCRUBBED THE FLOORS THOROUGHLY,speaker_excluded_by_protocol
8423,M03-Session2-headMic-0184,/M03/Session2/wav_headMic/0184.wav,THE TRAIN APPROACHED THE DEPOT SLOWLY,speaker_excluded_by_protocol
8424,M03-Session2-headMic-0185,/M03/Session2/wav_headMic/0185.wav,WHY YELL OR WORRY OVER SILLY ITEMS,speaker_excluded_by_protocol
8425,M03-Session2-headMic-0186,/M03/Session2/wav_headMic/0186.wav,FORWARD,speaker_excluded_by_protocol
8426,M03-Session2-headMic-0187,/M03/Session2/wav_headMic/0187.wav,EVERYTHING WENT REAL SMOOTH THE SHERIFF SAID,speaker_excluded_by_protocol
8427,M03-Session2-headMic-0188,/M03/Session2/wav_headMic/0188.wav,TILE,speaker_excluded_by_protocol
8428,M03-Session2-headMic-0189,/M03/Session2/wav_headMic/0189.wav,WHOOP,speaker_excluded_by_protocol
8429,M03-Session2-headMic-0190,/M03/Session2/wav_headMic/0190.wav,SPRINKLE,speaker_excluded_by_protocol
8430,M03-Session2-headMic-0191,/M03/Session2/wav_headMic/0191.wav,FEAR,speaker_excluded_by_protocol
8431,M03-Session2-headMic-0192,/M03/Session2/wav_headMic/0192.wav,WHERE WERE YOU WHILE WE WERE AWAY,speaker_excluded_by_protocol
8432,M03-Session2-headMic-0193,/M03/Session2/wav_headMic/0193.wav,BACK,speaker_excluded_by_protocol
8433,M03-Session2-headMic-0194,/M03/Session2/wav_headMic/0194.wav,I JUST TRY TO DO MY BEST,speaker_excluded_by_protocol
8434,M03-Session2-headMic-0195,/M03/Session2/wav_headMic/0195.wav,LIP,speaker_excluded_by_protocol
8435,M03-Session2-headMic-0196,/M03/Session2/wav_headMic/0196.wav,THEY CARRIED ME OFF ON THE STRETCHER,speaker_excluded_by_protocol
8436,M03-Session2-headMic-0197,/M03/Session2/wav_headMic/0197.wav,ROOT,speaker_excluded_by_protocol
8437,M03-Session2-headMic-0198,/M03/Session2/wav_headMic/0198.wav,WE GATHERED SHELLS ON THE BEACH,speaker_excluded_by_protocol
8438,M03-Session2-headMic-0199,/M03/Session2/wav_headMic/0199.wav,MOTHER SEWS YELLOW GINGHAM APRONS,speaker_excluded_by_protocol
8439,M03-Session2-headMic-0200,/M03/Session2/wav_headMic/0200.wav,THROUGH,speaker_excluded_by_protocol
8440,M03-Session2-headMic-0201,/M03/Session2/wav_headMic/0201.wav,THOUGH,speaker_excluded_by_protocol
8441,M03-Session2-headMic-0202,/M03/Session2/wav_headMic/0202.wav,SWAY,speaker_excluded_by_protocol
8442,M03-Session2-headMic-0203,/M03/Session2/wav_headMic/0203.wav,SNOOP,speaker_excluded_by_protocol
8443,M03-Session2-headMic-0204,/M03/Session2/wav_headMic/0204.wav,BEAR,speaker_excluded_by_protocol
8444,M03-Session2-headMic-0205,/M03/Session2/wav_headMic/0205.wav,PAT,speaker_excluded_by_protocol
8445,M03-Session2-headMic-0206,/M03/Session2/wav_headMic/0206.wav,MENU,speaker_excluded_by_protocol
8446,M03-Session2-headMic-0207,/M03/Session2/wav_headMic/0207.wav,SINGLE,speaker_excluded_by_protocol
8447,M03-Session2-headMic-0208,/M03/Session2/wav_headMic/0208.wav,TIE,speaker_excluded_by_protocol
8448,M03-Session2-headMic-0209,/M03/Session2/wav_headMic/0209.wav,JUST ONE SIDE GOT WET,speaker_excluded_by_protocol
8449,M03-Session2-headMic-0210,/M03/Session2/wav_headMic/0210.wav,KNOT,speaker_excluded_by_protocol
8450,M03-Session2-headMic-0211,/M03/Session2/wav_headMic/0211.wav,I FEEL I CAN PLAY THIS WEEKEND,speaker_excluded_by_protocol
8451,M03-Session2-headMic-0212,/M03/Session2/wav_headMic/0212.wav,GROUP,speaker_excluded_by_protocol
8452,M03-Session2-headMic-0213,/M03/Session2/wav_headMic/0213.wav,SHE IS THINNER THAN I AM,speaker_excluded_by_protocol
8453,M03-Session2-headMic-0214,/M03/Session2/wav_headMic/0214.wav,HERE,speaker_excluded_by_protocol
8454,M03-Session2-headMic-0215,/M03/Session2/wav_headMic/0215.wav,AIR,speaker_excluded_by_protocol
8455,M03-Session2-headMic-0216,/M03/Session2/wav_headMic/0216.wav,SLIP,speaker_excluded_by_protocol
8456,M03-Session2-headMic-0217,/M03/Session2/wav_headMic/0217.wav,SHOOT,speaker_excluded_by_protocol
